Name,Nation,Club,Position,Age,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Adamo Nagalo,Burkina Faso,FC Nordsjælland,CB,21,71,29,55,58,70,25
Kal Naismith,Scotland,Bristol City,CB,31,71,65,66,67,70,63
Robert Navarro,Spain,Cádiz CF,LW,21,71,67,68,73,34,73
Umut Nayir,Turkey,Fenerbahçe,ST,30,71,70,53,65,31,73
Tsiy-William Ndenge,Cameroon,Grasshopper Club,CDM,26,71,66,63,70,68,61
Ionuț Nedelcearu,Romania,Palermo,CB,27,71,48,56,53,69,46
Jessic Ngankam,Germany,Frankfurt,ST,23,71,70,61,75,27,71
Nathan Ngoumou,France,M'gladbach,RM,23,71,65,64,70,33,67
Ibrahima Niane,Senegal,Angers SCO,ST,24,71,71,55,71,20,71
Fer Niño,Spain,Burgos CF,ST,22,71,72,59,67,35,72
Clinton Njie,Cameroon,Sivasspor,RM,30,71,67,63,72,32,67
Niels Nkounkou,France,Frankfurt,LB,22,71,44,62,66,65,42
Olivier Ntcham,Cameroon,Samsunspor,CM,27,71,69,73,74,63,63
Randy Nteka,France,Rayo Vallecano,ST,25,71,70,64,70,54,69
Marcelino Núñez,Chile,Norwich,CM,23,71,65,74,73,54,59
Christoffer Nyman,Sweden,IFK Norrköping,ST,31,71,69,58,66,41,71
Aiden O'Neill,Australia,Standard Liège,CDM,25,71,61,65,66,66,59
Oh Hyun Gyu,Korea Republic,Celtic,ST,22,71,70,52,67,34,73
Jores Okore,Denmark,Changchun Yatai,CB,31,71,42,53,54,70,36
Darius Olaru,Romania,FCSB,CM,25,71,69,72,68,62,66
Marquinhos,Brazil,FC Nantes,RW,20,71,61,64,75,33,62
Jérôme Onguéné,Cameroon,Servette FC,CB,25,71,38,49,53,70,33
Christopher Operi,Côte d'Ivoire,Havre AC,LB,26,71,53,64,69,65,43
Jerome Opoku,England,Başakşehir,CB,24,71,43,52,55,72,35
Nicolás Orsini,Argentina,Unión,ST,29,71,68,57,64,31,69
Cristian Ortiz,Argentina,Barcelona SC,CAM,31,71,69,64,70,41,72
Ben Osborn,England,Sheffield Utd,LWB,29,71,65,70,70,64,61
Sergio Otálvaro,Colombia,Olimpia,RB,36,71,54,71,65,67,40
Berat Özdemir,Turkey,Trabzonspor,CM,25,71,60,70,68,67,52
Oğuzhan Özyakup,Turkey,Fortuna Sittard,CM,31,71,67,75,77,57,62
Kenneth Paal,Suriname,QPR,LB,26,71,51,68,72,65,46
Walmer Pacheco,Colombia,Junior,RB,28,71,43,58,64,63,47
Pacheco,Spain,Real Sociedad,CB,22,71,22,51,31,71,18
Nelson Palacio,Colombia,Real Salt Lake,CM,22,71,61,65,63,65,64
Erik Palmer-Brown,United States,Panathinaikos,CB,26,71,30,52,47,71,21
Aleksandar Paločević,Serbia,FC Seoul,CM,30,71,68,70,71,53,66
Felipe Pardo,Colombia,Indep. Medellín,RM,33,71,72,70,70,38,70
Park Ji Soo,Korea Republic,Wuhan 3 Towns,CB,29,71,48,56,55,72,46
Park Jin Seob,Korea Republic,Jeonbuk Hyundai,CDM,27,71,54,59,61,71,47
Anthony Partipilo,Italy,Parma,CF,28,71,67,70,65,43,68
Facundo Pellistri,Uruguay,Manchester Utd,RW,21,71,64,65,75,32,63
Ricardo Pepi,United States,PSV,ST,20,71,73,55,67,41,79
Henrique Araújo,Portugal,FC Famalicão,ST,21,71,71,56,66,27,73
Matheus Pereira,Brazil,SD Eibar,CDM,25,71,64,69,77,66,65
Fabio Pereyra,Argentina,Huracán,CB,33,71,35,48,45,70,30
Pablo Pérez,Argentina,Newell's,CM,38,71,66,72,69,70,63
Hernán Pérez,Paraguay,Gral. Caballero,RM,34,71,70,69,73,39,69
Martín Pérez Guedes,Argentina,Universitario,CM,32,71,66,71,68,64,67
Elvis Perlaza,Colombia,Millonarios,RB,34,71,59,68,59,64,54
Gaëtan Perrin,France,AJ Auxerre,LM,27,71,67,66,72,37,69
Máximo Perrone,Argentina,UD Las Palmas,CM,20,71,54,66,74,67,54
Gino Peruzzi,Argentina,Alianza Lima,RB,31,71,49,63,67,66,38
Marvin Pieringer,Germany,Heidenheim,ST,24,71,69,56,65,30,73
Erik Pieters,Holland,West Brom,CB,35,71,40,68,69,72,34
Samuel Piette,Canada,CF Montréal,CDM,28,71,29,58,50,69,25
Mario Pineida,Ecuador,Barcelona SC,LB,31,71,46,66,58,69,41
Kaio Jorge,Brazil,Frosinone,ST,21,71,70,59,77,25,74
Ezequiel Piovi,Argentina,LDU Quito,CDM,31,71,64,67,67,67,60
Lorenzo Pirola,Italy,Salernitana,CB,21,71,42,52,52,72,39
Felix Platte,Germany,SC Paderborn 07,ST,27,71,69,54,62,25,72
Ryan Porteous,Scotland,Watford,CB,24,71,42,62,60,68,34
Abdón Prats,Spain,RCD Mallorca,ST,30,71,73,60,70,29,73
Smail Prevljak,Bosnia and Herzegovina,Hertha Berlin,ST,28,71,77,59,66,24,79
Jack Price,England,Colorado Rapids,CDM,30,71,51,74,59,65,37
Kai Pröger,Germany,Hansa Rostock,RM,31,71,71,57,77,38,68
Davy Pröpper,Holland,Vitesse,CM,32,71,67,73,73,65,62
Pubill,Spain,UD Almería,RB,20,71,56,61,66,66,54
Mateo Puerta,Colombia,Águilas Doradas,RB,26,71,24,53,70,67,21
Quiles,Spain,Albacete BP,LM,28,71,70,64,72,31,79
Jeisson Quiñones,Colombia,Águilas Doradas,CB,26,71,25,40,29,74,21
Julián Quiñónes,Colombia,Deportes Tolima,CB,33,71,35,47,31,70,21
Juan Quintero,Colombia,Dep. Pereira,CB,28,71,30,47,41,70,27
José Quintero,Ecuador,LDU Quito,RB,33,71,59,64,69,66,61
Piero Quispe,Peru,Universitario,CAM,22,71,62,67,73,51,62
Dani Raba,Spain,CD Leganés,RM,27,71,71,71,74,38,73
Jesurun Rak-Sakyi,England,Crystal Palace,RW,21,71,66,63,74,24,68
Benito Raman,Belgium,RSC Anderlecht,ST,28,71,71,66,70,33,71
Juan Ramírez,Argentina,Boca Juniors,CM,30,71,64,68,80,64,64
Ignacio Ramírez,Uruguay,Nacional,ST,26,71,72,52,60,25,74
Juanpe,Spain,Girona FC,CB,32,71,37,55,40,70,35
Luca Ravanelli,Italy,Cremonese,CB,26,71,38,46,48,73,31
Federico Redondo,Argentina,Argentinos Jrs.,CM,20,71,60,70,70,68,55
Ferro,Portugal,Hajduk Split,CB,26,71,42,54,60,72,26
Pablo Santos,Brazil,Al Raed,CB,31,71,39,45,48,72,39
Radim Řezník,Czech Republic,Viktoria Plzeň,RB,34,71,60,64,66,69,60
Federico Ricca,Uruguay,OH Leuven,CB,28,71,50,60,63,73,38
Matteo Ricci,Italy,Sampdoria,CDM,29,71,66,70,67,63,59
Renaud Ripart,France,ESTAC Troyes,RW,30,71,74,68,72,64,73
Jesús David Rivas,Colombia,Águilas Doradas,CM,26,71,63,66,64,65,66
Patrick Roberts,England,Sunderland,RM,26,71,65,66,77,28,65
Kirian,Spain,UD Las Palmas,CM,27,71,61,69,72,58,53
Yonathan Rodríguez,Uruguay,Nacional,CDM,30,71,56,65,63,69,46
Alan Rodríguez,Uruguay,Argentinos Jrs.,CM,23,71,62,67,76,58,64
Mads Roerslev,Denmark,Brentford,RWB,24,71,45,65,66,65,44
Marko Rog,Croatia,Cagliari,CM,28,71,67,70,75,66,63
Agustín Rogel,Uruguay,Hertha Berlin,CB,25,71,33,48,54,70,29
Marcus Rohdén,Sweden,Karagümrük SK,CM,32,71,66,67,67,61,62
Ariel Rojas,Argentina,Belgrano,CM,37,71,67,72,72,67,63
Maximiliano Romero,Argentina,Racing Club,ST,24,71,70,54,63,31,70
Iván Rossi,Argentina,Platense,CDM,29,71,51,63,65,67,44
Joe Rothwell,England,AFC Bournemouth,CM,28,71,66,70,78,61,62
Patricio Rubio,Chile,Ñublense,ST,34,71,71,62,71,27,73
Miguel Rubio,Spain,Granada CF,CB,25,71,29,46,32,70,26
Modibo Sagnan,France,FC Utrecht,CB,24,71,32,55,48,71,28
Borja Sainz,Spain,Norwich,LM,22,71,67,66,71,40,68
Koki Saito,Japan,Sparta Rotterdam,LM,22,71,66,64,75,24,69
Hamza Sakhi,Morocco,Melbourne City,CM,27,71,65,73,73,58,68
Bartosz Salamon,Poland,Lech Poznań,CB,32,71,47,58,51,72,35
Víctor Salazar,Argentina,Olimpia,RB,30,71,48,57,67,64,47
Freddy Salazar,Colombia,Águilas Doradas,RW,28,71,69,66,73,42,69
Tobias Salquist,Denmark,Silkeborg IF,CB,28,71,43,51,42,69,41
Junior Sambia,France,Salernitana,RWB,27,71,68,70,70,67,64
Matisse Samoise,Belgium,KAA Gent,RM,21,71,61,68,69,64,64
Francisco Moura,Portugal,FC Famalicão,LB,24,71,55,65,72,68,60
Mario Sampirisi,Italy,Reggiana,RWB,30,71,41,61,59,71,31
Carlos Sánchez,Colombia,San Lorenzo,CDM,37,71,58,66,65,71,48
Ricard,Spain,Granada CF,RB,23,71,57,60,65,65,60
Arouna Sangante,Senegal,Havre AC,CB,21,71,33,56,52,71,27
Rúben Fernandes,Portugal,Gil Vicente,CB,37,71,51,57,47,73,45
Aitor Sanz,Spain,CD Tenerife,CDM,39,71,64,69,69,68,61
Marcelo Saracchi,Uruguay,Boca Juniors,LB,25,71,62,67,67,65,58
Yusuf Sarı,Turkey,Adana Demirspor,RW,24,71,68,66,75,32,64
Bouna Sarr,Senegal,FC Bayern München,RB,31,71,69,72,75,66,67
Vincent Sasso,France,Boavista FC,CB,32,71,27,52,52,71,22
Joan Sastre,Spain,PAOK FC,RB,26,71,41,59,68,68,40
Andreas Schjelderup,Norway,FC Nordsjælland,LM,19,71,65,64,78,35,71
Fabian Schleusener,Germany,Karlsruher SC,ST,31,71,67,60,69,29,70
Niklas Schmidt,Germany,Toulouse FC,CAM,25,71,70,73,76,53,64
David Schnegg,Austria,SK Sturm Graz,LB,25,71,56,64,69,68,51
Rasmus Schüller,Finland,Djurgårdens IF,CDM,32,71,56,65,63,71,52
Mats Seuntjens,Holland,FC Utrecht,ST,31,71,71,70,72,61,68
Shin Jin Ho,Korea Republic,Incheon United,CM,35,71,65,72,67,62,58
Otabek Shukurov,Uzbekistan,Karagümrük SK,CM,27,71,65,69,68,67,62
Abdallah Sima,Senegal,Rangers,ST,22,71,70,62,67,41,70
David Simão,Portugal,Arouca,CM,33,71,66,75,66,65,60
Dimitrios Siovas,Greece,Fortuna Sittard,CB,35,71,43,52,58,71,37
Ibrahim Sissoko,France,AS Saint-Étienne,ST,27,71,73,54,68,32,73
Tim Skarke,Germany,SV Darmstadt 98,RM,27,71,68,60,73,45,67
Michał Skóraś,Poland,Club Brugge,RM,23,71,63,64,71,40,64
Eric Smith,Sweden,FC St. Pauli,CB,26,71,57,64,63,70,50
Tommy Smith,England,Middlesbrough,RB,31,71,46,66,63,68,48
Hrvoje Smolčić,Croatia,Frankfurt,CB,23,71,28,46,55,72,24
Brandon Soppy,France,Torino,RWB,21,71,50,64,68,65,41
Santiago Sosa,Argentina,Atlanta United,CDM,24,71,52,60,63,69,45
Matías Soulé,Argentina,Frosinone,RM,20,71,63,71,80,36,58
Hélder Costa,Angola,Leeds United,RM,29,71,67,68,74,31,67
Kamal Sowah,Ghana,Standard Liège,ST,23,71,71,64,76,44,69
Ali Sowe,Gambia,MKE Ankaragücü,ST,29,71,70,60,72,31,74
Carlos Strandberg,Sweden,Hatayspor,ST,27,71,72,54,65,25,74
Callum Styles,Hungary,Barnsley,LWB,23,71,62,64,68,64,63
Cristián Suárez,Chile,Palestino,CB,36,71,41,61,57,72,40
Alex Suárez,Spain,UD Las Palmas,RB,30,71,36,60,59,70,36
Sam Surridge,England,Nashville SC,ST,25,71,71,56,69,28,74
Gastón Suso,Argentina,Platense,CB,32,71,41,52,45,72,40
Stratos Svarnas,Greece,Raków,CB,25,71,36,50,44,72,29
Mamadou Sylla,Senegal,R. Valladolid CF,ST,29,71,70,62,70,37,71
Oleksandr Syrota,Ukraine,Dynamo Kyiv,CB,23,71,27,42,34,73,24
Tang Miao,China PR,Rongcheng FC,RWB,32,71,33,63,65,62,29
Iván Tapia,Argentina,Barracas Central,CAM,24,71,68,74,67,53,68
Stanislav Tecl,Czech Republic,Slavia Praha,ST,33,71,67,66,69,39,68
Bryan Teixeira,Cape Verde Islands,SK Sturm Graz,ST,23,71,69,65,77,48,71
Mathys Tel,France,FC Bayern München,ST,18,71,73,62,77,26,74
Renzo Tesuri,Argentina,Atlético Tucumán,RM,27,71,62,66,72,42,63
Benjamin Tetteh,Ghana,FC Metz,ST,26,71,68,59,73,30,70
Isaac Kiese Thelin,Sweden,Malmö FF,ST,31,71,70,59,64,37,74
Brandon Thomas,Spain,PAOK FC,ST,28,71,73,61,72,32,73
Erik Thommy,Germany,Sporting KC,CM,29,71,68,73,74,50,66
Jón Dagur Þorsteinsson,Iceland,OH Leuven,LM,24,71,63,64,74,40,64
Mads Døhr Thychosen,Denmark,AIK,RB,26,71,52,62,63,69,50
Frederik Tingager,Denmark,AGF,CB,30,71,33,52,53,70,29
Anton Tinnerholm,Sweden,Malmö FF,RB,32,71,52,65,65,66,51
Harry Toffolo,England,Nott'm Forest,LB,28,71,52,63,64,66,51
John Tolkin,United States,Red Bulls,LB,21,71,46,63,63,66,42
Nouhou,Cameroon,Sounders FC,LB,26,71,36,53,58,67,28
Lorenzo Tonelli,Italy,Empoli,CB,33,71,31,43,51,74,25
Ernesto Torregrossa,Venezuela,Pisa,ST,31,71,70,55,64,28,74
Ahmed Touba,Algeria,Lecce,CB,25,71,53,63,64,68,48
El Bilal Touré,Mali,Bergamo Calcio,ST,22,71,71,61,70,23,74
Conor Townsend,England,West Brom,LB,30,71,46,64,66,68,43
Adama Traoré,Mali,Hull City,CAM,28,71,65,72,75,61,60
Luca Tremolada,Italy,Modena,CAM,31,71,67,71,72,51,67
Ruan,Brazil,Sassuolo,CB,24,71,29,44,58,73,26
Zlatko Tripić,Norway,Viking FK,LW,30,71,73,66,73,42,69
Sondre Tronstad,Norway,Blackburn Rovers,CM,28,71,64,68,69,71,59
William Troost-Ekong,Nigeria,PAOK FC,CB,30,71,32,44,37,72,23
Franco Troyansky,Argentina,Lanús,ST,26,71,70,69,70,35,70
Scott Twine,England,Hull City,CAM,24,71,69,69,73,58,67
Anthony Ujah,Nigeria,Braunschweig,ST,32,71,71,55,68,33,72
Jere Uronen,Finland,Charlotte FC,LB,29,71,57,69,67,68,47
Gerard Valentín,Spain,SD Huesca,RM,30,71,53,59,80,61,58
Emanuele Valeri,Italy,Cremonese,LM,24,71,63,67,69,65,60
Yan Valery,Tunisia,Angers SCO,CB,24,71,52,63,70,71,42
Mattia Valoti,Italy,Pisa,CM,30,71,69,73,74,54,68
Mitchell van Bergen,Holland,FC Twente,RM,24,71,65,65,74,27,63
Jan Paul van Hecke,Holland,Brighton,CB,23,71,45,56,60,72,33
Leonel Vangioni,Argentina,Newell's,LB,36,71,62,68,66,69,51
Zinho Vanheusden,Belgium,Standard Liège,CB,24,71,45,61,63,72,42
Juan Pablo Vargas,Costa Rica,Millonarios,CB,28,71,24,44,32,70,21
Jhonny Vásquez,Colombia,Dep. Pereira,CDM,36,71,42,66,64,68,34
Larry Vásquez,Colombia,Millonarios,CDM,32,71,55,60,59,66,52
Luis Vázquez,Argentina,RSC Anderlecht,ST,22,71,70,62,66,35,71
Jesús Vázquez,Spain,Valencia CF,LB,20,71,50,65,71,68,41
Stefano Vecchia,Sweden,Malmö FF,LM,28,71,69,67,72,34,70
Ronaldo Vieira,England,Sampdoria,CDM,25,71,58,65,71,67,53
João Teixeira,Portugal,Shanghai Shenhua,RW,30,71,66,70,73,36,64
Lucas Villafañez,Argentina,Apoel FC,CAM,32,71,67,71,74,42,67
Gonzalo Villar,Spain,Granada CF,CM,25,71,57,71,72,66,54
Nicolas Viola,Italy,Cagliari,CM,33,71,66,76,74,59,60
Michel Vlap,Holland,FC Twente,CAM,26,71,70,69,72,47,68
Murray Wallace,Scotland,Millwall,CB,30,71,29,55,59,72,21
Rémi Walter,France,Sporting KC,CDM,28,71,61,70,71,65,57
Andreas Weimann,Austria,Bristol City,CAM,32,71,72,65,71,45,74
Tomáš Wiesner,Czech Republic,Sparta Praha,RWB,26,71,63,66,70,64,63
Ben Wilmot,England,Stoke City,CB,23,71,39,55,62,72,20
Hannes Wolf,Austria,M'gladbach,LM,24,71,68,67,74,36,68
Mert Hakan Yandaş,Turkey,Fenerbahçe,CM,29,71,69,72,70,62,64
Jerry Yates,England,Swansea City,ST,26,71,71,57,72,29,74
Leny Yoro,France,LOSC Lille,CB,17,71,40,56,53,72,38
Élie Youan,France,Hibernian,LM,24,71,68,62,74,34,71
Alessandro Zanoli,Italy,Napoli FC,RB,23,71,40,62,70,68,38
Alessio Zerbin,Italy,Napoli FC,LW,24,71,67,67,75,36,69
Abdelkabir Abqar,Morocco,D. Alavés,CB,24,70,31,49,43,71,27
Ragnar Ache,Germany,Kaiserslautern,ST,25,70,65,51,67,28,66
Kasim Adams Nuhu,Ghana,TSG Hoffenheim,CB,28,70,42,55,53,67,36
Junior Adamu,Austria,SC Freiburg,ST,22,70,69,52,68,22,69
Sargis Adamyan,Armenia,1. FC Köln,ST,30,70,70,63,72,34,71
Claud Adjapong,Italy,Ascoli,RB,25,70,51,65,70,68,51
Dapo Afolayan,England,FC St. Pauli,LM,26,70,66,62,74,48,67
Felix Agu,Germany,SV Werder Bremen,RWB,24,70,47,61,74,62,46
Naouirou Ahamada,France,Crystal Palace,CM,21,70,61,65,77,61,59
Lucas Ahijado,Spain,R. Oviedo,RB,28,70,59,65,67,65,53
Semi Ajayi,Nigeria,West Brom,CB,29,70,48,47,60,69,42
Samet Akaydın,Turkey,Fenerbahçe,CB,29,70,37,44,42,71,34
Ilias,Spain,Villarreal CF,RW,19,70,66,66,75,21,72
Saleh Al Amri,Saudi Arabia,Al Ittihad,LM,29,70,64,65,69,27,66
Sultan Al Ghannam,Saudi Arabia,Al Nassr,RB,29,70,59,68,71,63,58
Sami Al Khaibari,Saudi Arabia,Al Fayha,CB,34,70,27,43,33,71,22
Musa Al Tamari,Jordan,Montpellier,RM,26,70,61,62,78,37,60
Marc Albrighton,England,Leicester City,RM,33,70,66,71,72,60,65
Jordy Alcívar,Ecuador,Independiente DV,CM,24,70,66,68,66,63,61
Alkain,Spain,D. Alavés,RM,26,70,70,61,75,26,74
Jim Allevinah,Gabon,Clermont Foot 63,RM,28,70,69,63,73,42,69
Ricardo Santos,Portugal,Bolton,CB,28,70,39,45,51,69,38
Giorgio Altare,Italy,Venezia,CB,25,70,39,47,50,71,35
Viti Rozada,Spain,R. Oviedo,RM,26,70,61,60,67,52,60
Antony,Brazil,Portland Timbers,RM,22,70,58,63,76,38,65
Bruno Amione,Argentina,Hellas Verona,CB,21,70,36,52,44,68,31
José Amo,Spain,CD Tenerife,CB,25,70,38,55,57,69,33
Mikael Anderson,Iceland,AGF,CM,25,70,65,67,72,64,67
Franko Andrijašević,Croatia,Zhejiang Pro,CM,32,70,71,67,70,56,71
Adil Aouchiche,France,Sunderland,LM,21,70,63,71,72,56,62
Julian Araujo,Mexico,UD Las Palmas,RB,22,70,33,61,67,65,25
Lucas Arce,Argentina,Godoy Cruz,RB,26,70,42,60,71,62,38
Jorge Arias,Colombia,Millonarios,CB,30,70,48,60,54,68,40
Alexis Arias,Peru,FBC Melgar,CM,27,70,64,67,65,72,65
José Arnáiz,Spain,CA Osasuna,LM,28,70,72,61,73,40,70
Zoran Arsenić,Croatia,Raków,CB,29,70,40,59,57,69,32
Ahmet Arslan,Germany,1. FC Magdeburg,CM,29,70,71,69,70,58,75
Andrei Artean,Romania,Farul Constanța,CDM,30,70,64,63,60,67,58
Joel Asoro,Sweden,FC Metz,RW,24,70,66,59,72,21,69
Britt Assombalonga,Congo DR,Antalyaspor,ST,30,70,68,59,66,35,69
Gustavo Assunção,Brazil,FC Famalicão,CDM,23,70,58,64,72,67,54
Jani Atanasov,North Macedonia,Cracovia,CM,23,70,62,71,66,63,53
Atienza,Spain,Burgos CF,CDM,24,70,61,62,66,65,69
Carlos Auzqui,Argentina,San Lorenzo,CAM,32,70,68,70,70,52,66
Írven Ávila,Peru,Sporting Cristal,ST,33,70,74,61,70,33,79
Paulo Azzi,Brazil,Cagliari,LB,29,70,65,65,75,61,63
Juninho Bacuna,Curaçao,Birmingham City,CDM,26,70,68,70,74,65,62
Aliou Badji,Senegal,Bordeaux,ST,25,70,69,44,68,26,69
Miguel Baeza,Spain,CD Mirandés,RM,23,70,64,72,69,44,68
Sinan Bakış,Turkey,Real Zaragoza,ST,29,70,72,57,67,29,75
William Balikwisha,Congo DR,Standard Liège,CAM,24,70,62,64,77,41,64
Alexandru Băluță,Romania,FCSB,CAM,30,70,67,67,70,49,66
Lameck Banda,Zambia,Lecce,LW,22,70,64,58,80,30,65
Shandon Baptiste,Grenada,Brentford,CM,25,70,58,67,77,68,56
Tai Baribo,Israel,Philadelphia,ST,25,70,72,51,66,25,74
Álvaro Barreal,Argentina,FC Cincinnati,LM,23,70,64,66,74,45,62
Michael Barrios,Colombia,LA Galaxy,RM,32,70,66,65,73,40,65
Filipe Soares,Portugal,PAOK FC,CM,24,70,67,68,72,56,65
Alex Soares,Portugal,Estoril Praia,CM,32,70,61,66,72,58,54
Modou Barrow,Gambia,Sivasspor,RM,30,70,63,61,74,37,64
Kyle Bartley,England,West Brom,CB,32,70,29,49,44,69,26
Samuel Bastien,Congo DR,Kasımpaşa,CM,27,70,66,70,72,62,61
Danny Batth,England,Norwich,CB,33,70,23,41,31,71,20
Dylan Batubinsika,Congo DR,AS Saint-Étienne,CB,27,70,28,51,50,68,21
Robert Bauer,Germany,Al Tai,CB,28,70,51,61,62,69,40
Dominik Baumgartner,Austria,Wolfsberger AC,CB,27,70,35,52,42,70,29
Jon Bautista,Spain,SD Eibar,ST,28,70,72,58,68,26,71
Vakoun Issouf Bayo,Côte d'Ivoire,Watford,ST,26,70,70,54,66,25,71
Finn Ole Becker,Germany,TSG Hoffenheim,CM,23,70,55,67,75,58,56
Chris Bedia,Côte d'Ivoire,Servette FC,ST,27,70,68,54,66,33,70
Abdelkader Bedrane,Algeria,Damac FC,CB,31,70,30,51,46,69,24
Maximilian Beier,Germany,TSG Hoffenheim,ST,20,70,68,61,70,25,72
Alexis Beka Beka,France,OGC Nice,CDM,22,70,57,63,72,67,50
Alessandro Bellemo,Italy,Como,CM,28,70,58,64,68,63,63
Ahmad Benali,Libya,Bari,CM,31,70,63,68,70,44,59
Carlos Benavídez,Uruguay,D. Alavés,CDM,25,70,44,63,62,71,38
Leandro Benegas,Chile,Colo-Colo,ST,34,70,68,63,69,40,69
Oliver Berg,Norway,Malmö FF,CF,30,70,68,65,67,54,67
Marcus Berg,Sweden,IFK Göteborg,ST,37,70,70,63,66,35,70
Robert Berić,Slovenia,Tianjin JMT FC,ST,32,70,71,63,65,37,72
Álex Bermejo,Spain,Burgos CF,LM,24,70,69,66,73,53,70
Bermejo,Spain,Real Zaragoza,RM,26,70,58,68,75,41,59
Matúš Bero,Slovakia,VfL Bochum,CAM,28,70,71,69,71,67,70
Berrocal,Spain,SD Eibar,CB,23,70,38,50,39,70,29
Omar Bertel,Colombia,Millonarios,LB,27,70,41,53,54,67,40
Nahir Besara,Sweden,Hammarby IF,CAM,32,70,70,71,68,44,71
Giulian Biancone,France,Nott'm Forest,CB,23,70,45,62,66,69,29
Davide Biraschi,Italy,Karagümrük SK,RWB,29,70,36,60,67,72,31
Colby Bishop,England,Portsmouth,ST,26,70,68,54,61,34,73
Mariano Bíttolo,Argentina,Argentinos Jrs.,LM,33,70,48,68,68,67,48
Stipe Biuk,Croatia,LAFC,LW,20,70,62,64,78,38,66
Lautaro Blanco,Argentina,Elche CF,LB,24,70,43,63,70,63,35
Álex Blanco,Spain,Como,LM,24,70,63,66,70,37,68
Brian Blasi,Argentina,Central Córdoba,RB,27,70,41,58,58,69,32
Latif Blessing,Ghana,Toronto FC,CM,26,70,61,64,74,66,60
Merveille Bokadi,Congo DR,Standard Liège,CB,27,70,33,53,62,70,24
Cristian Bordacahar,Argentina,FBC Melgar,RW,31,70,64,61,76,27,66
Jan Bořil,Czech Republic,Slavia Praha,LB,32,70,60,68,67,69,58
Hugo Boumous,Morocco,ATK Mohun Bagan,CAM,28,70,64,68,73,40,68
Mehdi Bourabia,Morocco,Frosinone,CM,32,70,60,69,71,65,49
Sonny Bradley,England,Derby County,CB,32,70,31,47,44,69,28
Robbie Brady,Republic of Ireland,Preston,LWB,31,70,66,75,68,64,63
Diego Braghieri,Argentina,Lanús,CB,36,70,48,49,50,69,35
Tim Breithaupt,Germany,FC Augsburg,CDM,21,70,41,60,57,69,32
Mark Brink,Denmark,Silkeborg IF,CM,25,70,55,67,66,62,55
Callum Brittain,England,Blackburn Rovers,RB,25,70,51,60,68,65,50
Felicio Brown Forbes,Costa Rica,Qingdao Hainiu,ST,32,70,67,56,65,44,74
Alan Browne,Republic of Ireland,Preston,CM,28,70,68,67,69,66,66
Joe Bryan,England,Millwall,LB,30,70,60,68,66,67,55
Ola Brynhildsen,Norway,FC Midtjylland,ST,24,70,70,63,71,49,73
André Bukia,Congo DR,Arouca,RM,28,70,65,57,78,36,67
Onur Bulut,Turkey,Beşiktaş,RB,29,70,59,69,70,64,58
Andrei Burcă,Romania,Al Okhdood,CB,30,70,24,45,43,68,18
Guillermo Burdisso,Argentina,Uni. Católica,CB,35,70,42,54,43,69,41
Wouter Burger,Holland,Stoke City,CM,22,70,63,69,67,62,62
Reece Burke,England,Luton Town,CB,27,70,36,54,62,71,27
Maxime Busi,Belgium,Stade de Reims,RB,23,70,49,63,68,67,47
Zymer Bytyqi,Kosovo,Antalyaspor,LM,27,70,67,67,72,37,65
Johan Caballero,Colombia,Águilas Doradas,LW,25,70,63,60,73,44,68
Alejandro Cabeza,Ecuador,CS Emelec,ST,26,70,67,58,67,34,68
Gonzalo Verdú,Spain,FC Cartagena,CB,34,70,53,58,51,70,49
Mattia Caldara,Italy,Milan,CB,29,70,34,46,62,70,36
Franco Calderón,Argentina,Unión,CB,25,70,36,48,46,67,27
Tyrese Campbell,England,Stoke City,ST,23,70,68,60,71,33,68
Maximiliano Cantera,Uruguay,Atl. Nacional,CAM,30,70,68,70,75,45,68
Marco Capuano,Italy,Ternana,CB,31,70,33,49,53,70,20
Antonio Caracciolo,Italy,Pisa,CB,33,70,32,49,58,70,38
Andrea Carboni,Italy,Monza,CB,22,70,36,55,59,71,30
Gonzalo Carneiro,Uruguay,Nacional,ST,28,70,69,59,71,26,72
Lionel Carole,France,Kayserispor,LB,32,70,42,62,68,68,33
Rafael Carrascal,Colombia,Cerro Porteño,CM,30,70,63,70,59,65,59
Adalberto Carrasquilla,Panama,Houston Dynamo,CM,24,70,61,65,76,59,61
Guido Carrillo,Argentina,Estudiantes,ST,32,70,72,54,68,38,70
Rasmus Carstensen,Denmark,1. FC Köln,RB,22,70,48,63,65,63,45
Santiago Cáseres,Argentina,Vélez Sarsfield,CDM,26,70,53,66,64,63,51
Eíran Cashin,Republic of Ireland,Derby County,CB,21,70,36,56,58,69,32
Michele Castagnetti,Italy,Cremonese,CDM,33,70,70,66,66,68,65
Gonzalo Castellani,Argentina,Defensa,CAM,36,70,65,73,72,56,59
Jesús Castillo,Peru,Gil Vicente,CDM,22,70,57,66,62,63,55
Assan Ceesay,Gambia,Damac FC,ST,29,70,70,58,66,33,72
Luca Ceppitelli,Italy,Feralpisalò,CB,34,70,40,43,41,71,39
Adam Gnezda Čerin,Slovenia,Panathinaikos,CM,24,70,60,68,69,53,59
Mert Çetin,Turkey,MKE Ankaragücü,CB,26,70,44,54,56,69,38
Edwuin Cetré,Colombia,Indep. Medellín,RM,25,70,71,62,73,34,72
