Name,Club,Position,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Jordan Torunarigha,KAA Gent,CB,74,41,63,67,74,45
Lassina Traoré,Shakhtar Donetsk,ST,74,72,57,69,30,75
Salih Uçan,Beşiktaş,CM,74,70,75,75,66,67
Mikael Uhre,Philadelphia,ST,74,73,51,69,33,76
Bruno Valdez,Boca Juniors,CB,74,40,58,54,74,40
Vallejo,Granada CF,CB,74,42,56,57,76,44
Dante Vanzeir,Red Bulls,ST,74,74,67,71,36,76
Ruben Vargas,FC Augsburg,LM,74,69,66,77,54,68
Emiliano Vecchio,Racing Club,CAM,74,72,76,74,60,70
Lars Veldwijk,Suwon FC,ST,74,75,54,67,33,78
Unai Vencedor,SD Eibar,CM,74,68,73,71,74,65
Simone Verdi,Como,CF,74,73,75,78,43,73
Jannik Vestergaard,Leicester City,CB,74,48,61,44,74,34
Toni Villa,Girona FC,LM,74,65,73,76,53,67
Luca Waldschmidt,1. FC Köln,CF,74,77,69,76,29,75
Marvin Wanitzek,Karlsruher SC,CM,74,68,76,72,59,62
Victor Wanyama,CF Montréal,CDM,74,63,65,74,71,59
Joel Ward,Crystal Palace,RB,74,52,68,64,77,46
Timothy Weah,Juventus,RM,74,70,67,75,63,70
Ben Whiteman,Preston,CDM,74,67,75,67,68,64
Harry Winks,Leicester City,CDM,74,59,74,74,69,54
Joe Worrall,Nott'm Forest,CB,74,25,51,35,75,20
Haji Wright,Coventry City,ST,74,72,54,67,24,75
Rıdvan Yılmaz,Rangers,LB,74,50,66,76,67,43
Yoon Bit Garam,Suwon FC,CM,74,68,76,71,61,64
Zaydou Youssouf,FC Famalicão,CM,74,60,72,82,65,57
Kristoffer Zachariassen,Ferencvárosi TC,CAM,74,70,69,71,68,75
Dan-Axel Zagadou,VfB Stuttgart,CB,74,34,60,51,74,26
Warren Zaïre-Emery,Paris SG,CM,74,62,71,75,69,60
Rodrigo Zalazar,SC Braga,CM,74,69,72,80,62,64
Zaldúa,Cádiz CF,RB,74,37,66,60,73,32
Carlos Zambrano,Alianza Lima,CB,74,48,59,66,73,41
Anass Zaroury,Burnley,LM,74,68,68,76,27,69
Akim Zedadka,LOSC Lille,RB,74,55,65,71,67,56
Jaroslav Zelený,Sparta Praha,LWB,74,62,68,73,73,61
Cédric Zesiger,VfL Wolfsburg,CB,74,45,57,61,72,39
Philip Zinckernagel,Club Brugge,CAM,74,70,70,75,42,69
Robert Žulj,LASK,CAM,74,75,76,74,40,75
Fernando Zuqui,Estudiantes,CM,74,63,75,70,68,60
Szymon Żurkowski,Spezia,CM,74,73,72,74,69,73
Max Aarons,AFC Bournemouth,RB,73,42,62,70,69,41
Mehdi Abeid,Başakşehir,CDM,73,68,70,73,67,65
Frank Acheampong,Shenzhen FC,ST,73,74,68,79,44,77
Arijan Ademi,Dinamo Zagreb,CM,73,65,66,75,69,69
Simon Adingra,Brighton,LM,73,69,66,78,29,71
Yacine Adli,Milan,CAM,73,68,75,75,67,63
Jean-Eudes Aholou,Strasbourg,CM,73,63,71,71,73,58
Ola Aina,Nott'm Forest,LB,73,60,66,75,67,54
Aketxe,SD Eibar,CAM,73,78,80,70,44,72
Carlos Alcaraz,Southampton,CAM,73,70,67,81,46,70
Ezgjan Alioski,Al Ahli,LB,73,72,71,73,67,68
Nani,Adana Demirspor,LW,73,73,75,80,34,70
Cédric,Arsenal,RB,73,61,70,75,73,54
Jair Amador,Real Zaragoza,CB,73,29,50,32,71,22
Kelvin Amian,Spezia,RWB,73,48,62,65,71,43
Jaidon Anthony,Leeds United,LM,73,66,68,76,25,70
Domagoj Antolić,Damac FC,CM,73,69,76,68,68,68
Christopher Antwi-Adjei,VfL Bochum,LM,73,63,64,74,30,64
Dennis Appiah,AS Saint-Étienne,RB,73,39,60,61,72,33
Arbilla,SD Eibar,CB,73,57,70,63,71,40
Cameron Archer,Sheffield Utd,ST,73,71,58,74,25,74
Joe Aribo,Southampton,CM,73,64,72,74,65,62
Stuart Armstrong,Southampton,CM,73,74,73,75,66,73
Gerardo Arteaga,KRC Genk,LB,73,53,66,72,67,53
Youcef Atal,OGC Nice,RB,73,67,70,77,69,69
Omer Atzili,Al Ain FC,RM,73,74,71,71,38,72
Tommaso Augello,Cagliari,LB,73,49,66,70,68,42
Luke Ayling,Leeds United,RB,73,58,64,71,74,54
Serdar Aziz,Fenerbahçe,CB,73,32,50,45,74,26
Talles Magno,New York City FC,CF,73,62,61,79,41,64
Michel Ange Balikwisha,Royal Antwerp FC,LM,73,68,69,75,37,68
Filippo Bandinelli,Spezia,CM,73,71,71,71,71,68
David Barbona,Defensa,CAM,73,67,74,74,38,66
Borna Barišić,Rangers,LB,73,63,75,68,67,55
Pablo Barrios,Atlético de Madrid,CM,73,68,69,71,68,68
Chris Basham,Sheffield Utd,CB,73,43,60,63,73,37
Maximilian Bauer,FC Augsburg,CB,73,26,48,46,75,22
Timo Baumgartl,FC Schalke 04,CB,73,36,56,45,74,28
Raoul Bellanova,Torino,RWB,73,32,61,71,67,32
Gastón Benavídez,Talleres,RB,73,36,62,61,72,36
Andrea Bertolacci,Cremonese,CM,73,69,73,74,71,65
Bruno Bianchi,Atlético Tucumán,CB,73,35,57,54,74,30
Mads Bidstrup,RB Salzburg,CDM,73,54,67,67,71,54
Bigas,Elche CF,CB,73,52,64,55,74,49
Leonardo Bittencourt,SV Werder Bremen,CAM,73,68,71,81,57,67
Sebastián Blanco,Portland Timbers,CAM,73,74,73,74,32,70
Antonio Blanco,D. Alavés,CDM,73,57,68,65,69,56
Myron Boadu,AS Monaco,ST,73,73,62,73,28,75
Jayden Bogle,Sheffield Utd,RWB,73,55,67,73,68,55
Mauro Boselli,Estudiantes,ST,73,74,67,59,38,78
Eric Botteghin,Ascoli,CB,73,35,46,48,73,25
Mohamed Bouldini,Levante UD,ST,73,71,54,65,26,73
Umut Bozok,Trabzonspor,ST,73,72,64,72,33,74
Gaston Brugman,LA Galaxy,CM,73,68,71,73,69,60
Cédric Brunner,FC Schalke 04,RB,73,56,65,65,71,54
Matteo Brunori,Palermo,ST,73,73,61,74,37,75
Guido Burgstaller,SK Rapid Wien,ST,73,75,67,68,39,76
Nahuel Bustos,Talleres,ST,73,73,67,75,33,74
Jimmy Cabot,RC Lens,RWB,73,66,66,76,62,70
Javier Cabrera,Argentinos Jrs.,RM,73,63,68,79,53,60
Juan José Cáceres,Lanús,RB,73,45,62,62,70,38
Mathieu Cafaro,AS Saint-Étienne,LM,73,68,70,75,47,65
Jens-Lys Cajuste,Napoli FC,CDM,73,62,69,73,68,59
Néstor Camacho,Guaraní,CF,73,72,72,75,42,70
Mohamed Ali Camara,BSC Young Boys,CB,73,35,51,42,72,38
Jorman Campuzano,Boca Juniors,CDM,73,40,60,59,71,30
Matteo Cancellieri,Empoli,RW,73,69,69,79,38,64
Mateo Carabajal,Independiente DV,CB,73,43,62,56,72,37
Johan Carbonero,Racing Club,LW,73,65,64,81,37,65
Carlos Mané,Kayserispor,LM,73,68,65,80,41,64
Jean-Charles Castelletto,FC Nantes,CB,73,30,51,57,74,18
Castro,SC Braga,CM,73,71,71,74,69,64
Alessio Castro-Montes,R. Union St.-G.,LM,73,69,71,74,70,69
Daniel Cataño,Millonarios,CAM,73,70,68,75,45,72
Martín Cauteruccio,Independiente,ST,73,75,63,69,38,76
Álex Centelles,UD Almería,LB,73,52,66,70,68,49
Fabien Centonze,FC Nantes,RB,73,51,67,67,69,42
Nacer Chadli,KVC Westerlo,LM,73,73,72,75,55,72
Farouk Chafaï,Damac FC,CB,73,57,48,41,75,60
Farès Chaïbi,Frankfurt,LW,73,67,72,75,68,76
Ilias Chair,QPR,CAM,73,66,69,76,32,64
Brendan Chardonnet,Stade Brestois 29,CB,73,45,54,52,74,46
Denis Cheryshev,Venezia,LM,73,73,73,72,55,69
Tomáš Chorý,Viktoria Plzeň,ST,73,72,59,65,32,75
Tolga Ciğerci,MKE Ankaragücü,CDM,73,66,70,67,70,60
Jack Clarke,Sunderland,LM,73,68,66,75,40,72
Clerc,Elche CF,LWB,73,58,68,70,66,56
Nazareno Colombo,Racing Club,CB,73,39,52,38,74,35
Enzo Copetti,Charlotte FC,ST,73,71,64,66,50,72
Jack Cork,Burnley,CDM,73,60,69,65,72,54
Andreas Cornelius,F.C. København,ST,73,73,60,62,34,75
Corpas,SD Eibar,RM,73,67,69,73,36,71
Pejiño,UD Las Palmas,RM,73,74,68,75,36,72
Diogo Gonçalves,F.C. København,RW,73,71,68,73,61,68
João Victor,SL Benfica,CB,73,50,52,53,73,51
Oday Dabbagh,Sp. Charleroi,ST,73,75,58,66,35,79
Colin Dagba,AJ Auxerre,RB,73,56,69,72,69,51
Stuart Dallas,Leeds United,CM,73,70,71,74,72,71
Flavius Daniliuc,Salernitana,CB,73,42,61,59,74,39
Josh Dasilva,Brentford,CM,73,71,72,75,64,68
Ben Davies,Rangers,CB,73,39,59,60,73,36
Paweł Dawidowicz,Hellas Verona,CB,73,48,62,61,73,38
Maxim De Cuyper,Club Brugge,LB,73,71,73,69,66,68
Aderllan Santos,Rio Ave FC,CB,73,52,49,50,74,38
Luca de la Torre,RC Celta,LM,73,60,72,73,59,65
Gregore,Inter Miami CF,CDM,73,55,64,68,72,45
Lorenzo De Silvestri,Bologna,RB,73,66,71,72,70,64
Felipe Silva,Rongcheng FC,ST,73,73,58,66,28,74
Alexsandro Ribeiro,LOSC Lille,CB,73,31,50,50,73,20
Amar Dedić,RB Salzburg,RB,73,58,67,72,66,56
Grégoire Defrel,Sassuolo,CF,73,73,66,77,33,73
Romain Del Castillo,Stade Brestois 29,RW,73,68,73,77,40,66
Rafael Delgado,Colón,LWB,73,64,69,69,70,55
Stefano Denswil,Trabzonspor,CB,73,56,67,63,74,46
Mikkel Desler,Toulouse FC,RB,73,60,67,67,67,61
Marcelo Díaz,Audax Italiano,CDM,73,64,76,70,66,52
Lautaro Díaz,Independiente DV,ST,73,71,66,73,27,74
Bamba Dieng,FC Lorient,ST,73,75,60,70,33,74
Javairô Dilrosun,Feyenoord,RW,73,63,66,81,43,67
Moussa Djenepo,Standard Liège,LW,73,66,67,81,41,67
Koffi Djidji,Torino,CB,73,32,53,57,74,26
Lucas Piazón,SC Braga,CF,73,75,73,74,34,74
Jean-Luc Dompé,Hamburger SV,LW,73,70,71,79,38,65
Fernando,RB Salzburg,ST,73,74,66,78,37,74
David Douděra,Slavia Praha,RM,73,63,64,69,65,68
Shane Duffy,Norwich,CB,73,47,50,45,74,40
Paul Dummett,Newcastle Utd,CB,73,40,63,65,75,41
Filip Đuričić,Panathinaikos,CAM,73,69,73,76,42,67
Serdar Dursun,Karagümrük SK,ST,73,74,61,70,40,75
Carel Eiting,FC Twente,CM,73,58,79,69,58,54
Albin Ekdal,Spezia,CDM,73,65,74,72,68,60
Hjalmar Ekdal,Burnley,CB,73,33,52,59,73,30
Jurgen Ekkelenkamp,Royal Antwerp FC,CAM,73,69,72,74,62,70
Omar Elabdellaoui,FK Bodø/Glimt,RB,73,54,67,70,68,42
Anthony Elanga,Nott'm Forest,RW,73,66,64,73,38,70
Meschack Elia,BSC Young Boys,ST,73,71,67,74,26,74
Niclas Eliasson,AEK Athens,RM,73,61,69,74,41,61
Jack Elliott,Philadelphia,CB,73,24,49,46,74,21
Mohamed Elyounoussi,F.C. København,LW,73,70,69,78,55,71
Björn Engels,Royal Antwerp FC,CB,73,44,60,48,74,54
Bernardo Espinosa,Girona FC,CB,73,44,59,40,73,40
Håkon Evjen,Brøndby IF,RW,73,62,67,75,56,62
Abdessamad Ezzalzouli,Real Betis,LW,73,70,64,82,27,74
Marouane Fellaini,Shandong Taishan,CM,73,71,69,66,72,71
Evan Ferguson,Brighton,ST,73,72,58,70,21,78
Edimilson Fernandes,1. FSV Mainz 05,CB,73,65,71,73,76,60
Ezequiel Fernández,Boca Juniors,CDM,73,47,66,72,69,38
Valery,Girona FC,RM,73,63,66,74,66,66
Carlos Fernández,Real Sociedad,ST,73,75,64,75,27,76
Frederico Venâncio,SD Eibar,CB,73,33,50,46,72,30
Miguel Maga,Vitória SC,RWB,73,53,63,63,70,48
Philipp Förster,VfL Bochum,CAM,73,70,72,71,62,68
Francés,Real Zaragoza,CB,73,35,64,58,74,28
Ryan Fraser,Southampton,RW,73,67,70,75,48,65
Ryan Fredericks,AFC Bournemouth,RB,73,49,64,71,68,44
Dael Fry,Middlesbrough,CB,73,29,56,57,74,25
Chris Führich,VfB Stuttgart,CAM,73,67,69,80,53,67
Francisco Fydriszewski,Barcelona SC,ST,73,73,53,69,32,77
Matteo Gabbia,Villarreal CF,CB,73,34,48,53,75,22
Fernando Gaibor,Barcelona SC,CM,73,68,74,73,67,65
Enric Gallego,CD Tenerife,ST,73,73,58,72,25,74
Ignatius Ganago,FC Nantes,ST,73,73,61,74,34,74
Facundo Garcés,Colón,CB,73,37,54,51,74,31
Ali Gholizadeh,Lech Poznań,RM,73,68,68,76,48,68
Jakob Glesnes,Philadelphia,CB,73,55,56,60,73,36
Saviour Godwin,Al Okhdood,LW,73,69,59,79,40,72
Elías Gómez,Vélez Sarsfield,LB,73,62,69,75,67,58
Jonatan Gómez,Racing Club,CM,73,67,73,77,63,68
Fábio Abreu,Beijing Guoan,ST,73,73,55,68,26,73
Zeca,Panathinaikos,CDM,73,58,68,65,72,54
Francisco González Metilli,Argentinos Jrs.,CAM,73,70,70,74,41,70
Lucas Gourna,RB Salzburg,CDM,73,52,65,71,70,48
Alex Grant,Pohang Steelers,CB,73,44,55,54,72,40
Julian Gressel,Columbus Crew,RM,73,64,73,72,63,60
Matt Grimes,Swansea City,CM,73,58,75,69,66,52
Kamil Grosicki,Pogoń Szczecin,LM,73,68,69,73,37,67
Carlos Gruezo,SJ Earthquakes,CDM,73,46,61,60,70,41
Gabriel Gudmundsson,LOSC Lille,LB,73,64,67,71,67,59
Jóhann Berg Guðmundsson,Burnley,CAM,73,71,75,72,61,68
Paolo Guerrero,LDU Quito,ST,73,75,68,71,37,76
Manuel Gulde,SC Freiburg,CB,73,40,51,54,75,36
Gumbau,Granada CF,CM,73,67,75,68,72,64
Samuel Gustafson,BK Häcken,CDM,73,58,75,68,67,57
Ianis Hagi,D. Alavés,CAM,73,72,74,73,36,69
Haris Hajradinović,Kasımpaşa,CM,73,67,76,75,54,61
Sead Hakšabanović,Stoke City,LW,73,67,69,79,29,65
Grant Hanley,Norwich,CB,73,30,47,43,74,30
Ridgeciano Haps,Genoa,LWB,73,63,65,73,65,63
Makoto Hasebe,Frankfurt,CB,73,51,72,63,77,45
Gabriel Hauche,Racing Club,RW,73,71,70,73,43,72
Rhys Healey,Watford,ST,73,75,61,69,30,79
Silvan Hefti,Genoa,RWB,73,49,63,63,67,38
Jack Hendry,Ettifaq FC,CB,73,56,54,57,70,50
Christophe Hérelle,FC Metz,CB,73,48,61,58,73,47
Junior Hernández,Deportes Tolima,LB,73,59,65,65,69,56
Mees Hilgers,FC Twente,CB,73,43,53,57,74,42
Casper Højer,Çaykur Rizespor,LWB,73,69,75,68,67,62
Fabian Holland,SV Darmstadt 98,LWB,73,48,66,69,72,38
Hong Hyeon Seok,KAA Gent,CAM,73,69,72,75,64,71
Osmar,FC Seoul,CB,73,60,67,55,73,48
Andrés Ibargüen,Indep. Medellín,LM,73,65,69,76,37,66
Roberto Insigne,Palermo,RW,73,67,71,75,27,67
Mikael Ishak,Lech Poznań,ST,73,73,57,64,38,76
Cedric Itten,BSC Young Boys,ST,73,75,62,66,36,76
Alireza Jahanbakhsh,Feyenoord,RW,73,75,69,74,47,69
Ismail Jakobs,AS Monaco,LB,73,59,61,75,66,64
Jakub Jankto,Cagliari,LM,73,70,70,74,66,68
Tin Jedvaj,Panathinaikos,CB,73,51,57,62,74,51
Václav Jemelka,Viktoria Plzeň,CB,73,49,63,66,73,44
Isaiah Jones,Middlesbrough,RWB,73,55,65,75,64,55
João Pedro,Brighton,ST,73,70,62,79,25,74
David Jurásek,SL Benfica,LB,73,61,71,73,67,51
Issa Kaboré,Luton Town,RWB,73,39,63,70,65,36
Tino Kadewere,OL,ST,73,73,67,75,38,74
Gédéon Kalulu,FC Lorient,RB,73,40,57,68,72,35
Glen Kamara,Leeds United,CM,73,61,68,74,69,61
Ercan Kara,Samsunspor,ST,73,74,51,61,28,74
Yann Karamoh,Torino,CF,73,68,68,78,31,68
Oleksandr Karavaev,Dynamo Kyiv,RB,73,55,70,68,65,63
Atakan Karazor,VfB Stuttgart,CDM,73,36,61,59,76,35
Michał Karbownik,Hertha Berlin,LB,73,45,69,75,68,46
Jesper Karlström,Lech Poznań,CDM,73,54,65,66,70,51
Tomasz Kędziora,PAOK FC,RB,73,46,66,63,71,38
Lloyd Kelly,AFC Bournemouth,CB,73,40,62,67,73,34
Gyrano Kerk,Royal Antwerp FC,RM,73,71,64,74,36,72
Ki Sung Yueng,FC Seoul,CM,73,63,77,67,64,56
Kim Young Gwon,Ulsan Hyundai,CB,73,44,63,54,72,39
Maurits Kjaergaard,RB Salzburg,LM,73,70,71,70,63,67
Jean Evrard Kouassi,Zhejiang Pro,LW,73,69,59,78,31,70
Boubakar Kouyaté,Montpellier,CB,73,36,50,56,73,23
Dawid Kownacki,SV Werder Bremen,ST,73,74,64,73,34,76
Emil Krafth,Newcastle Utd,RB,73,58,68,69,75,56
Damir Kreilach,Real Salt Lake,ST,73,74,71,72,64,75
Filip Krovinović,Hajduk Split,CAM,73,68,74,72,61,64
Sven Kums,KAA Gent,CM,73,69,75,70,70,66
Layvin Kurzawa,Paris SG,LB,73,65,72,76,72,66
Giorgi Kvilitaia,Apoel FC,ST,73,73,59,73,37,76
Giorgos Kyriakopoulos,Monza,LWB,73,49,64,73,71,40
Qazim Laçi,Sparta Praha,CM,73,68,72,73,68,65
Loïc Lapoussin,R. Union St.-G.,LM,73,65,67,79,67,62
Jacob Bruun Larsen,Burnley,ST,73,72,69,73,55,72
Jørgen Strand Larsen,RC Celta,ST,73,72,56,67,32,75
Toni Lato,RCD Mallorca,LB,73,56,71,70,68,55
Romeo Lavia,Chelsea,CDM,73,42,66,76,72,36
Tom Lawrence,Rangers,CAM,73,74,72,73,43,72
Lazo,RCD Espanyol,LM,73,72,71,76,34,72
Jérémy Le Douaron,Stade Brestois 29,ST,73,72,66,74,49,74
Darragh Lenihan,Middlesbrough,CB,73,46,58,56,73,40
Christopher Lenz,RB Leipzig,LWB,73,42,67,67,72,35
Sergio León,Elche CF,ST,73,74,67,74,39,74
Johann Lepenant,OL,CDM,73,44,67,67,69,37
Lukas Lerager,F.C. København,CM,73,69,69,67,72,66
Rico Lewis,Manchester City,RB,73,43,67,70,70,44
Andrés Llinás,Millonarios,CB,73,29,50,42,73,28
Raúl Loaiza,Lanús,CDM,73,46,66,65,70,35
Robin Lod,Minnesota United,RM,73,71,71,72,56,72
Luciano Lollo,Estudiantes,CB,73,49,50,37,75,53
Duk,Aberdeen,ST,73,70,60,75,27,72
Leonardo,Zhejiang Pro,ST,73,75,57,66,33,79
Pedro Pereira,Monza,RWB,73,39,65,70,69,35
Hernán López Muñoz,Godoy Cruz,CAM,73,66,66,80,36,65
Dion Lopy,UD Almería,CDM,73,61,70,74,69,58
Imrân Louza,Watford,CM,73,65,73,75,63,62
Anthony Lozano,Getafe CF,ST,73,73,66,73,36,72
Pol Lozano,RCD Espanyol,CDM,73,60,68,66,67,55
Fabio Lucioni,Palermo,CB,73,36,50,42,75,33
John Lundstram,Rangers,CM,73,69,70,71,70,62
Senne Lynen,SV Werder Bremen,CDM,73,62,71,66,69,57
Jamie Maclaren,Melbourne City,ST,73,73,62,65,38,76
Giangiacomo Magnani,Hellas Verona,CB,73,37,45,40,74,33
Hugo Magnetti,Stade Brestois 29,CDM,73,49,67,73,68,41
Yohann Magnin,Clermont Foot 63,CDM,73,57,63,65,70,58
Josh Maja,West Brom,ST,73,74,62,74,28,75
Jean-Victor Makengo,FC Lorient,CM,73,66,72,74,73,61
Wilson Manafá,Granada CF,RB,73,58,67,71,69,56
Marco Mancosu,Cagliari,CAM,73,73,74,74,41,68
Vasco Fernandes,Casa Pia AC,CB,73,40,56,60,75,27
Faitout Maouassa,RC Lens,LM,73,64,71,74,69,59
Lazar Marković,Gaziantep,LM,73,65,70,78,41,64
Roger Martí,Cádiz CF,ST,73,74,62,72,41,71
Gonzalo Martínez,River Plate,RM,73,71,72,79,34,65
Emiliano Martínez,FC Midtjylland,CDM,73,56,63,68,71,56
Roger Martínez,Racing Club,ST,73,73,66,74,34,73
Adrián Martínez,Instituto,ST,73,71,50,68,36,75
Erhan Mašović,VfL Bochum,CB,73,33,49,49,75,35
Mata,Getafe CF,ST,73,73,62,73,31,71
Eliot Matazo,AS Monaco,CDM,73,58,70,76,67,56
Luca Mazzitelli,Frosinone,CM,73,62,73,70,64,54
Pasquale Mazzocchi,Salernitana,RWB,73,58,67,72,69,58
Scott McKenna,Nott'm Forest,CB,73,32,46,45,72,22
Marvin Mehlem,SV Darmstadt 98,CAM,73,65,69,75,51,68
Björn Meijer,Club Brugge,LB,73,62,68,67,70,58
Soualiho Meïté,PAOK FC,CM,73,59,71,73,71,48
Gonçalo Paciência,VfL Bochum,ST,73,75,59,76,33,75
Benjamin Mendy,FC Lorient,LB,73,53,74,74,73,38
Lucas Menossi,Tigre,CM,73,62,71,71,66,49
Quentin Merlin,FC Nantes,LB,73,59,73,78,67,49
Matt Miazga,FC Cincinnati,CB,73,26,47,51,73,18
Milad Mohammadi,AEK Athens,LB,73,59,67,73,67,53
Aaron Molinas,Tigre,CAM,73,57,73,75,51,56
Florent Mollet,FC Nantes,CAM,73,73,75,74,51,68
Jamiro Monteiro,SJ Earthquakes,CM,73,62,72,78,56,60
Kieffer Moore,AFC Bournemouth,ST,73,70,56,68,46,73
Manu Morlanes,RCD Mallorca,CDM,73,64,74,72,69,64
Jhon Mosquera,Viktoria Plzeň,LM,73,69,69,73,58,70
Fahd Moufi,Hajduk Split,RB,73,39,64,70,69,28
Samuel Moutoussamy,FC Nantes,CM,73,58,69,72,72,57
Franco Moyano,Argentinos Jrs.,CDM,73,56,70,73,70,51
Amath Ndiaye,RCD Mallorca,LM,73,68,66,77,49,70
Luca Netz,M'gladbach,LB,73,47,66,68,70,46
Cyril Ngonge,Hellas Verona,CF,73,71,64,76,35,69
Tanguy Nianzou,Sevilla FC,CB,73,37,55,63,72,32
Bart Nieuwkoop,Feyenoord,RM,73,62,71,68,73,63
Fabián Noguera,Abha Club,CB,73,38,46,37,73,45
Rúben Vezo,Levante UD,CB,73,54,64,59,73,53
Allan-Roméo Nyom,CD Leganés,CB,73,59,69,70,69,52
Jens Odgaard,AZ,RW,73,76,68,75,42,75
David Okereke,Cremonese,ST,73,69,54,78,26,74
Joseph Okumu,Stade de Reims,CB,73,41,56,58,73,37
Rogério,VfL Wolfsburg,LB,73,53,68,77,70,45
André Silva,Vitória SC,ST,73,72,67,75,32,74
Ohi Omoijuanfo,Brøndby IF,ST,73,73,63,69,44,75
Abdülkadir Ömür,Trabzonspor,CM,73,67,72,84,53,65
Paul Ebere Onuachu,Trabzonspor,ST,73,73,58,68,45,75
Raphael Onyedika,Club Brugge,CDM,73,53,63,69,70,55
Frank Onyeka,Brentford,CDM,73,57,64,68,71,60
Aimar Oroz,CA Osasuna,CM,73,74,70,76,57,78
Richard Ortiz,Olimpia,CDM,73,68,68,67,70,60
Jonathan Osorio,Toronto FC,CM,73,69,71,75,63,70
Leo Østigård,Napoli FC,CB,73,37,50,58,71,33
Juan Ferney Otero,R. Sporting,RM,73,73,67,73,31,70
Paik Seung Ho,Jeonbuk Hyundai,CM,73,68,71,74,64,63
Leart Paqarada,1. FC Köln,LB,73,47,71,70,66,36
José Paradela,Tigre,LM,73,66,73,76,59,63
Martín Payero,Udinese,CM,73,63,73,78,63,59
Sergio Peña,Malmö FF,CM,73,66,77,74,58,62
Mauricio Pereyra,Orlando City,CAM,73,65,74,73,53,61
Marco Pérez,Águilas Doradas,ST,73,75,61,62,31,83
Rafael Pérez,San Lorenzo,CB,73,45,51,60,71,41
Juankar,Panathinaikos,LB,73,62,69,72,66,55
Luis Pérez,R. Valladolid CF,RB,73,47,62,66,67,45
Kike Pérez,Rayo Vallecano,CM,73,64,71,79,59,66
Lucas Perrin,Strasbourg,CB,73,35,55,57,76,28
Jakub Pešek,Sparta Praha,RW,73,67,69,74,28,67
Aleksandar Pešić,Ferencvárosi TC,ST,73,73,62,66,45,75
Giuseppe Pezzella,Empoli,LB,73,57,67,73,68,49
Nathaniel Phillips,Celtic,CB,73,30,50,48,74,23
Krzysztof Piątek,Başakşehir,ST,73,73,54,70,36,76
Kamil Piątkowski,RB Salzburg,CB,73,47,65,67,71,41
Ronaël Pierre-Gabriel,FC Nantes,RB,73,48,62,69,71,41
Iván Piris,Libertad,RB,73,48,61,66,69,40
Francisco Pizzini,Vélez Sarsfield,LM,73,68,71,74,40,69
Óscar Plano,Elche CF,LM,73,70,69,70,56,68
Ezequiel Ponce,AEK Athens,ST,73,72,61,72,37,74
Lukáš Provod,Slavia Praha,CM,73,72,73,74,67,68
Pulido,SD Huesca,CB,73,43,54,39,73,37
Cryzan,Shandong Taishan,ST,73,72,69,69,25,73
Largie Ramazani,UD Almería,RM,73,67,64,78,33,72
Gastón Ramírez,San Lorenzo,CAM,73,71,74,77,39,66
Chris Ramos,Cádiz CF,ST,73,71,60,78,35,74
Bart Ramselaar,FC Utrecht,CAM,73,71,68,74,52,69
Jacob Rasmussen,Brøndby IF,CB,73,38,57,58,73,33
Federico Rasmussen,Godoy Cruz,CB,73,34,61,58,72,29
Tim Ream,Fulham,CB,73,44,69,67,76,41
Jeff Reine-Adélaïde,RWD Molenbeek,CM,73,69,72,81,54,68
Mihailo Ristić,RC Celta,LB,73,64,66,74,67,58
Hugo Rodallega,Santa Fe,ST,73,75,68,68,43,79
Jay Rodriguez,Burnley,ST,73,76,68,72,42,75
Patricio Rodríguez,Bolívar,LW,73,68,70,80,29,71
Gabriel Rojas,Racing Club,LB,73,60,69,71,65,55
Felipe Román,Atl. Nacional,RB,73,52,65,54,63,57
Braian Romero,Vélez Sarsfield,ST,73,72,67,72,50,74
Salomón Rondón,River Plate,ST,73,73,65,68,32,73
Kemar Roofe,Rangers,ST,73,74,66,70,50,75
Diego Rubio,Colorado Rapids,ST,73,73,65,70,48,74
André Franco,FC Porto,CAM,73,70,71,74,41,74
Georginio Rutter,Leeds United,CF,73,71,59,79,24,72
Emir Sahiti,Hajduk Split,RM,73,71,66,75,41,71
Mamadou Sakho,Montpellier,CB,73,35,63,50,72,23
Manolis Saliakas,FC St. Pauli,RWB,73,57,66,65,66,56
Ulrik Saltnes,FK Bodø/Glimt,CM,73,65,70,70,69,67
Lazar Samardžić,Udinese,CM,73,70,71,76,57,68
Carlos Sánchez,Peñarol,CM,73,74,75,72,60,69
Iván Sánchez,R. Valladolid CF,RM,73,69,71,78,39,72
Salvi Sánchez,RCD Espanyol,RM,73,64,73,72,39,65
Ron Schallenberg,FC Schalke 04,CDM,73,50,63,64,70,48
Romano Schmid,SV Werder Bremen,CAM,73,64,69,79,51,60
Lasse Schøne,N.E.C. Nijmegen,CM,73,74,79,74,61,67
Aleksandar Sedlar,D. Alavés,CB,73,43,51,34,74,50
Davie Selke,1. FC Köln,ST,73,72,54,70,37,72
Ben Sheaf,Coventry City,CDM,73,47,69,63,72,37
Jordan Siebatcheu,M'gladbach,ST,73,72,60,70,35,76
Arnór Sigurðsson,Blackburn Rovers,LM,73,70,69,72,41,71
Jadson,Shandong Taishan,CB,73,35,47,43,73,32
Henrique,OL,LB,73,45,63,70,70,47
Marcos Antonio,PAOK FC,CM,73,65,71,76,59,65
Santiago Simón,River Plate,RM,73,63,71,73,66,61
